	0	1
DIEXF	GB	0.8637130896433518
COQ5	GB	0.8629033621451857
CHTOP	GB	0.8626362659437765
DDX27	GB	0.8624393886872634
DDX51	GB	0.8623761674741066
NIFK	GB	0.861771830722533
PCMTD1	GB	0.8612743626869176
METTL25	GB	0.8609202461543674
CDK13	GB	0.8608831088318107
SARS	GB	0.8601797981211853
FBXO11	GB	0.8597456861937556
NFX1	GB	0.8595945060306475
CTCF	GB	0.8595670656331312
METTL10	GB	0.8594358165565583
SETMAR	GB	0.8593771151105375
THOC2	GB	0.8585600001076461
ELAC2	GB	0.8584795261011902
PCMT1	GB	0.8583227415856193
EPRS	GB	0.8581848345393106
FRG1	GB	0.8579081065192617
ESF1	GB	0.8574207698962028
REXO4	GB	0.8574075728797199
ASH1L	GB	0.8572733709745878
DGCR8	GB	0.8568816265128645
WHSC1	GB	0.8566134648313363
CLP1	GB	0.8560238895565759
RBBP6	GB	0.855998131144341
NHP2	GB	0.855561130883465
NTMT1	GB	0.8549195991594412
FAM86B2	GB	0.8543431875619661
DIS3L	GB	0.8531286509586015
CTU1	GB	0.8528872415504398
EXOSC6	GB	0.8527368947429862
METTL21B	GB	0.8523461479061671
WDR82	GB	0.8520818399459156
OCLN	GB	0.8515729155969531
RARS	GB	0.8515419969510305
INTS12	GB	0.851101402186743
TSN	GB	0.8510371784517174
RPS21	GB	0.8508266636604839
PTCD1	GB	0.8503111796005056
DDX6	GB	0.8502829411652431
SETD1B	GB	0.850070852678311
EXOSC3	GB	0.8497088890530347
TFAM	GB	0.849552992560736
METTL21C	GB	0.849257854560246
NGDN	GB	0.8488947982755481
ICMT	GB	0.8484446342787973
PRPF31	GB	0.8477704292274878
MEN1	GB	0.847364662226646
SF3B1	GB	0.8463502947875013
SNRPD2	GB	0.8455720849445073
PPP1R8	GB	0.8451284488142591
FARSB	GB	0.8450748534775886
DDX46	GB	0.8445804006360076
PARN	GB	0.8444184952596998
CXXC1	GB	0.844345169075808
SNRPD1	GB	0.8434146526838479
DHX57	GB	0.8429175969667615
DBR1	GB	0.8427540689169013
QRSL1	GB	0.8426493356599793
CWC22	GB	0.8421487178769632
LAS1L	GB	0.8420593603963092
PAPD5	GB	0.8420531270861696
POP5	GB	0.8416969909802351
PSPC1	GB	0.8415645179078514
KMT2A	GB	0.8413619190201665
RTCA	GB	0.8407971489545496
RPL26	GB	0.8404844025468597
XRN1	GB	0.8403377674898032
MARS	GB	0.8403297288359621
CDC40	GB	0.8402987188159228
DHX9	GB	0.840082729958038
METTL22	GB	0.8392526257836264
SETD9	GB	0.8389512340978111
AQR	GB	0.8387121225661516
DDX10	GB	0.8381512754780521
RPP40	GB	0.8379245006864063
RBM27	GB	0.8376693104931076
CTR9	GB	0.8374231868970612
CNOT7	GB	0.8373790401671213
SETD6	GB	0.8369865749964435
METTL11B	GB	0.8369513385901255
INTS7	GB	0.836085334209031
LSM6	GB	0.8360696789410667
PRKDC	GB	0.8359468140898919
QTRTD1	GB	0.8358010938544395
NCBP1	GB	0.8355407935161899
RPL5	GB	0.8352717971569288
SLTM	GB	0.835257003080838
SNW1	GB	0.8352529126484355
RSL1D1	GB	0.8350454658012834
PRPF4	GB	0.8349353940480442
HNRNPA0	GB	0.834914460269679
DARS	GB	0.8347008148328988
RPUSD2	GB	0.8343215533108485
TEFM	GB	0.8339082143232599
TYMS	GB	0.8331407907158109
SRRT	GB	0.8331387897643576
G3BP1	GB	0.8325551510588212
SNRPG	GB	0.832547843464236
INTS10	GB	0.8322266090113986
OSGEP	GB	0.8319836953498553
EIF4A3	GB	0.831426080529453
TPR	GB	0.8310818907992471
MYBBP1A	GB	0.8306999726460226
DDX23	GB	0.8305553262156361
CSTF2T	GB	0.8303018987391866
METTL12	GB	0.8302546522368464
DIS3L2	GB	0.8296523855408341
CTDSPL2	GB	0.8294718996240311
RAB3GAP2	GNB	1.0
ATXN2L	GNB	1.0
CRKL	GNB	1.0
SCFD1	GNB	1.0
AP3D1	GNB	1.0
URB1	GNB	1.0
SNIP1	GNB	1.0
ADAR	GNB	1.0
RPS7	GNB	1.0
KPNA1	GNB	1.0
NCBP1	GNB	1.0
EIF4E	GNB	1.0
RBM22	GNB	1.0
MAGED2	GNB	1.0
SMC3	GNB	1.0
LSM4	GNB	1.0
TSG101	GNB	1.0
TCOF1	GNB	1.0
DHX16	GNB	1.0
EXOSC8	GNB	1.0
TAF2	GNB	1.0
ARL1	GNB	1.0
GRWD1	GNB	1.0
KIF2A	GNB	1.0
LUC7L	GNB	1.0
ITCH	GNB	1.0
GSPT1	GNB	1.0
DDOST	GNB	1.0
USP39	GNB	1.0
KRR1	GNB	1.0
IPO5	GNB	1.0
DNAJA3	GNB	1.0
DDX24	GNB	1.0
AHNAK	GNB	1.0
NCAPG2	GNB	1.0
DDX27	GNB	1.0
FCF1	GNB	1.0
RPS19BP1	GNB	1.0
SQSTM1	GNB	1.0
MRPS31	GNB	1.0
ZNF318	GNB	1.0
AFF4	GNB	1.0
MYCBP2	GNB	1.0
PSMB1	GNB	1.0
QTRTD1	GNB	1.0
LMNA	GNB	1.0
SSR1	GNB	1.0
NUP37	GNB	1.0
CLINT1	GNB	1.0
CAD	GNB	1.0
RPA3	GNB	1.0
TIMM13	GNB	1.0
MAGOHB	GNB	1.0
PSMC1	GNB	1.0
IPO9	GNB	1.0
PSMB4	GNB	1.0
PRCC	GNB	1.0
CSDE1	GNB	1.0
TPR	GNB	1.0
DR1	GNB	1.0
PPID	GNB	1.0
ALG1	GNB	1.0
NACA	GNB	1.0
GRSF1	GNB	1.0
PSMD9	GNB	1.0
ERLIN1	GNB	1.0
PCMT1	GNB	1.0
PURA	GNB	1.0
ASUN	GNB	1.0
EWSR1	GNB	1.0
KEAP1	GNB	1.0
ERCC4	GNB	1.0
PPP1R10	GNB	1.0
SNRPF	GNB	1.0
RBM39	GNB	1.0
COPB1	GNB	1.0
EP300	GNB	1.0
U2AF2	GNB	1.0
PHB	GNB	1.0
TOMM22	GNB	1.0
XRN2	GNB	1.0
SRRM1	GNB	1.0
GEMIN6	GNB	1.0
CIRBP	GNB	1.0
NCAPH	GNB	1.0
MRPL32	GNB	1.0
GCN1L1	GNB	1.0
NOA1	GNB	1.0
PSMG1	GNB	1.0
MDC1	GNB	1.0
AQR	GNB	1.0
SETDB2	GNB	1.0
EPB41L2	GNB	1.0
RPS23	GNB	1.0
ZWILCH	GNB	1.0
FASTKD2	GNB	1.0
SF1	GNB	1.0
VCP	GNB	1.0
SRSF10	GNB	1.0
TMED2	GNB	1.0
RBM12B	GNB	1.0
SEC61A1	GNB	1.0
ICE2	GNB	1.0
PSMD14	GNB	1.0
PDCD10	GNB	1.0
DAZAP1	GNB	1.0
THRAP3	GNB	1.0
BRD7	GNB	1.0
GLYR1	GNB	1.0
APTX	GNB	1.0
MRPL13	GNB	1.0
PSMA4	GNB	1.0
DDB2	GNB	1.0
PSMD12	GNB	1.0
MARS	GNB	1.0
SET	GNB	1.0
SMARCC2	GNB	1.0
ACACA	GNB	1.0
NUDT21	GNB	1.0
MORF4L2	GNB	1.0
TFCP2	GNB	1.0
TRIM56	GNB	1.0
AHSA1	GNB	1.0
CCT3	GNB	1.0
BYSL	GNB	1.0
EIF4A3	GNB	1.0
HSCB	GNB	1.0
RPL3	GNB	1.0
ACIN1	GNB	1.0
DNAJC9	GNB	1.0
RPF1	GNB	1.0
COIL	GNB	1.0
TRIM28	GNB	1.0
ESYT2	GNB	1.0
EIF2AK4	GNB	1.0
GMPPA	GNB	1.0
NARS	GNB	1.0
WDR43	GNB	1.0
DRAP1	GNB	1.0
RBM4B	GNB	1.0
BCLAF1	GNB	1.0
POLR3B	GNB	1.0
UCK2	GNB	1.0
MAK16	GNB	1.0
PDIA6	GNB	1.0
TYMS	GNB	1.0
WBP11	GNB	1.0
ERI1	GNB	1.0
ASH2L	GNB	1.0
ARGLU1	GNB	1.0
ZCCHC3	GNB	1.0
PDF	GNB	1.0
GTF2E1	GNB	1.0
CCNB1	GNB	1.0
CCT6A	GNB	1.0
LSG1	GNB	1.0
SUMO1	GNB	1.0
HNRNPA0	GNB	1.0
POM121	GNB	1.0
RCBTB1	GNB	1.0
KARS	GNB	1.0
NKTR	GNB	1.0
PUSL1	GNB	1.0
NF1	GNB	1.0
TWISTNB	GNB	1.0
RPS15	GNB	1.0
VIPAS39	GNB	1.0
ALDH18A1	GNB	1.0
XRN1	GNB	1.0
ENO1	GNB	1.0
ZNHIT6	GNB	1.0
MDN1	GNB	1.0
RBBP4	GNB	1.0
PRKDC	GNB	1.0
PLRG1	GNB	1.0
ATG16L1	GNB	1.0
CTNNB1	GNB	1.0
NOL8	GNB	1.0
CRYZ	GNB	1.0
LTN1	GNB	1.0
OTUD4	GNB	1.0
NIF3L1	GNB	1.0
HNRNPC	GNB	1.0
BCCIP	GNB	1.0
CUL5	GNB	1.0
CSTF2	GNB	1.0
BANF1	GNB	1.0
NFATC2IP	GNB	1.0
DDX6	GNB	1.0
RCN2	GNB	1.0
ATP5C1	GNB	1.0
POGZ	GNB	1.0
PELP1	GNB	1.0
RNF219	GNB	1.0
RPL36	GNB	1.0
PRDX4	GNB	1.0
LIG3	GNB	1.0
DUT	GNB	1.0
ATG7	GNB	1.0
COQ5	GNB	1.0
RPL28	GNB	1.0
SMYD4	GNB	1.0
EIF3C	GNB	1.0
UBE2N	GNB	1.0
MRPL17	GNB	1.0
SNX12	GNB	1.0
UBA1	GNB	1.0
MTA2	GNB	1.0
PDCD5	GNB	1.0
ECT2	GNB	1.0
CTCF	GNB	1.0
PARS2	GNB	1.0
SETDB1	GNB	1.0
MED7	GNB	1.0
XPA	GNB	1.0
XPOT	GNB	1.0
WDR33	GNB	1.0
EIF4G1	GNB	1.0
RCN1	GNB	1.0
NAF1	GNB	1.0
RIOK2	GNB	1.0
ATP5L	GNB	1.0
SUPV3L1	GNB	1.0
TBC1D15	GNB	1.0
MTERF1	GNB	1.0
MRPS35	GNB	1.0
SRSF11	GNB	1.0
PHGDH	GNB	1.0
PMPCB	GNB	1.0
MTAP	GNB	1.0
GTF3C2	GNB	1.0
GTF2H3	GNB	1.0
PUF60	GNB	1.0
THUMPD1	GNB	1.0
NAP1L1	GNB	1.0
NUDC	GNB	1.0
ZC3H4	GNB	1.0
HDLBP	GNB	1.0
ICMT	GNB	1.0
TTI1	GNB	1.0
GUF1	GNB	1.0
WIBG	GNB	1.0
CPSF3	GNB	1.0
RPL27	GNB	1.0
ATG4B	GNB	1.0
FARP1	GNB	1.0
RBM10	GNB	1.0
TMF1	GNB	1.0
SMARCD1	GNB	1.0
INTS10	GNB	1.0
PYCRL	GNB	1.0
POLR2C	GNB	1.0
SEPT2	GNB	1.0
ALKBH2	GNB	1.0
CHTF18	GNB	1.0
PPP2R1A	GNB	1.0
CLP1	GNB	1.0
GTF3C4	GNB	1.0
DEK	GNB	1.0
MRPS23	GNB	1.0
LEO1	GNB	1.0
YAE1D1	GNB	1.0
G3BP1	GNB	1.0
IREB2	GNB	1.0
RPL21	GNB	1.0
LSM6	GNB	1.0
NCOR2	GNB	1.0
CHERP	GNB	1.0
SPATS2L	GNB	1.0
HNRNPA3	GNB	1.0
CSTF1	LR	0.9967911155577561
DDX56	LR	0.9959728862752236
FASTKD2	LR	0.9957859119126222
METTL18	LR	0.995647868954375
USP10	LR	0.9944093800352891
EXOSC2	LR	0.9942778322508794
DHX15	LR	0.9940505633613196
DIS3	LR	0.9939661859620583
RPP38	LR	0.993932314274437
MTO1	LR	0.9938991326138605
RPUSD2	LR	0.9938005718622445
POP1	LR	0.9936816462294829
PUS3	LR	0.9934920823033498
UTP23	LR	0.9934785227098044
UTP3	LR	0.9933158184999449
KRR1	LR	0.9930749079115705
SCAF8	LR	0.9928347412044508
PPIG	LR	0.9927802009371104
SKIV2L2	LR	0.9925736426760262
DDX23	LR	0.9923189737071146
ADAT1	LR	0.9920543015223602
RRP9	LR	0.9920427285110262
WDR3	LR	0.9919552516452427
PRPF4B	LR	0.9918690917063578
EXOSC5	LR	0.9917122453422124
MTPAP	LR	0.9915627153618257
FIP1L1	LR	0.9914545768603755
CLP1	LR	0.9913347531446917
BYSL	LR	0.9913193100984572
DHX8	LR	0.9912036948762812
PRMT5	LR	0.9907023767881156
NARS2	LR	0.9906043180698011
SNRPD3	LR	0.9904306716780913
DDX27	LR	0.9902299020475215
UPF2	LR	0.990018319634754
DHX38	LR	0.9899627059206453
QTRTD1	LR	0.9890422651635812
TRUB2	LR	0.9887502438103354
PRPF31	LR	0.9887176175279087
ZCCHC8	LR	0.9886558738997648
GNL2	LR	0.9885758736528685
CWC22	LR	0.9884841403303218
RBBP5	LR	0.988404030832508
YARS2	LR	0.9883875965339285
SSB	LR	0.9880773814826482
SCAF11	LR	0.9876688514555119
NOP14	LR	0.987650235844359
UTP18	LR	0.9875920646984033
MBD4	LR	0.9872878601311352
EFTUD2	LR	0.9872539245634894
TSEN2	LR	0.9869234525028213
PRPF38B	LR	0.9869192317103588
POP4	LR	0.9867696418226589
DDX46	LR	0.9867376543326308
POP7	LR	0.9864397920852296
POP5	LR	0.9862567814760276
GTF3C2	LR	0.9860984471410474
DDX21	LR	0.9858621088441488
MRPL44	LR	0.9853020922097983
WDR36	LR	0.9850243284730417
CSTF2T	LR	0.984833561030197
NOP56	LR	0.9845681456731106
PRPF8	LR	0.9843356794157387
QRSL1	LR	0.9842653034237621
PARN	LR	0.9840545669882452
NOC3L	LR	0.9838733954916842
RTCB	LR	0.9835570753559015
RBM10	LR	0.9834923882869395
PAPOLG	LR	0.9829187578946613
POLR1C	LR	0.98261643646068
CHTOP	LR	0.9823937248033149
PES1	LR	0.9823804083714575
DCAF13	LR	0.982239975473343
METTL13	LR	0.9821868371631072
DKC1	LR	0.9819887765764151
WDR33	LR	0.9819363130638743
PTCD1	LR	0.9819237147948833
GART	LR	0.9818445488249435
PUS10	LR	0.9818274826961697
SART3	LR	0.981795512320198
EXOSC8	LR	0.9817887368331375
PUS1	LR	0.9815059250006373
KARS	LR	0.9814440992384148
CTU2	LR	0.9808841788548517
MOCS3	LR	0.9807994922300018
DHX9	LR	0.9807887196026601
KIN	LR	0.9804828440724036
TYW1	LR	0.9803782290632421
DHX16	LR	0.9802897103527743
LSM1	LR	0.9802759273812398
NFX1	LR	0.980212430717481
CDC40	LR	0.9799545676024618
GPATCH1	LR	0.9797724002790299
EXOSC1	LR	0.9793865727668525
SF3B1	LR	0.9791516714732547
SNRNP200	LR	0.9790678103114313
RPP30	LR	0.9788909951942744
NOL8	LR	0.9788575198216436
POLK	LR	0.9787227963822406
G3BP1	LR	0.9785964901342656
ZCCHC6	LR	0.9785685534901819
GEMIN4	LR	0.9785249675646872
THG1L	LR	0.978271217010729
MARS	LR	0.978138546197258
PRPF3	LR	0.9780190497902054
DHX30	LR	0.9776795547202002
DHX37	LR	0.9775380965714541
APEX2	LR	0.9774001211848135
POLG2	LR	0.9769750152669244
CDK13	LR	0.9769679685583044
MPHOSPH10	LR	0.9768283309021558
MRPS31	LR	0.9767736095788268
RPF2	LR	0.976625287838309
DBR1	LR	0.9765255877473578
DDX6	LR	0.9763639209092424
SETD2	LR	0.9762818840449836
CPSF2	LR	0.9758428132161412
ABCF1	LR	0.9757922122955006
UTP6	LR	0.9757467815382586
DDX18	LR	0.9756046482358917
TEFM	LR	0.9754286163839752
HARS2	LR	0.9752764163517181
INTS7	LR	0.9747484307250159
PATL1	LR	0.9745267199641042
FLAD1	LR	0.9742812732428686
INTS12	LR	0.974172774243704
AIMP1	LR	0.9741150155359315
UBTF	LR	0.9740634001437031
SRRM2	LR	0.9740153790269714
PRPF4	LR	0.9739631280812275
FARS2	LR	0.9739591012675264
DIEXF	LR	0.9737954210532276
FARSB	LR	0.9737462037066029
RPUSD1	LR	0.9737148085493781
ISG20L2	LR	0.9736649563894179
GEMIN5	LR	0.9736057755435035
SUV420H1	LR	0.973243803552433
SEPHS1	LR	0.9731611522113597
LSG1	LR	0.973054981822184
PMS2	LR	0.9725638106851783
UTP14A	LR	0.9723857714843499
TSN	LR	0.9722965989173441
GAR1	LR	0.9722449572075976
ADAR	LR	0.9722256010595611
RRP8	LR	0.9721986958302442
FCF1	LR	0.972168068642579
RTCA	LR	0.9716557918381014
SF3B2	LR	0.971360262080168
REXO4	LR	0.9709845173830582
DDX20	LR	0.9709595300721731
PRPF18	LR	0.9707718526195651
HNRNPA0	LR	0.9707702366029007
TRUB1	LR	0.9705213815652943
DDX47	LR	0.9703173244276246
RSL1D1	LR	0.9699947126190727
SETDB1	LR	0.9699827567062771
EXOSC9	LR	0.9694972694750904
ASTE1	LR	0.9692331121177111
ALKBH1	LR	0.9690706046528944
INTS5	LR	0.96896578296576
DDX31	LR	0.9688546993977379
U2SURP	LR	0.9687218161839496
TARS	LR	0.9686211004566954
SF3B3	LR	0.9685998353123125
CWC27	LR	0.968543405462868
LSM6	LR	0.9684545803530836
PAICS	LR	0.96810769286509
PUS7	LR	0.9680148955474974
AQR	LR	0.9676126653220006
NAT10	LR	0.9672282513516843
CD2BP2	LR	0.9670363528085022
IMP4	LR	0.9668786421763059
RPF1	LR	0.9667520395543691
ESF1	LR	0.9661745379304034
RRP1B	LR	0.966049046053525
LSM2	LR	0.9657308641361232
AARS2	LR	0.9655456771129017
MTFMT	LR	0.9648526648602724
POLR2B	LR	0.9647667720228976
RBM19	LR	0.9646788901335489
EXOSC10	LR	0.9646463808649162
TSEN15	LR	0.9644958181646214
PUS7L	LR	0.9644219475450796
PCBP2	LR	0.9644127991050484
SMG8	LR	0.9642187009662329
DIS3L	LR	0.9642065793051979
DDX52	LR	0.9640239014749039
NOLC1	LR	0.9639879050160585
INTS10	LR	0.9638853944252679
ATIC	LR	0.9638355037429513
POLR1B	LR	0.9633615424134344
CPSF3	LR	0.9632439914160318
PSPC1	LR	0.9631075088551956
TPMT	LR	0.9629256377177179
RBM27	LR	0.9627760549343771
SCYL3	LR	0.9626948867168958
ERI1	LR	0.9620311542381894
SNRPB2	LR	0.961987248079637
RIOK2	LR	0.9619785107426665
SARS	LR	0.9616985484670808
ABT1	LR	0.9616294669887054
UTP20	LR	0.961606139773603
CTDSPL2	LR	0.9613059904681449
XRN1	LR	0.961111819688559
GTPBP10	LR	0.9607972147232064
CNOT1	LR	0.9607603638301092
DDX55	LR	0.9601015495445014
RRP1	LR	0.9600500694471655
THRAP3	LR	0.9598066591929248
DHX57	LR	0.9597101158962985
PWP1	LR	0.9595891323253494
YTHDF2	LR	0.9594888626557749
PCBP1	LR	0.9594442872378036
NUP43	LR	0.9590917631051288
EDC3	LR	0.9589405191055279
AK2	LR	0.9589325063280782
DDX51	LR	0.9589263775106202
MARS2	LR	0.9587544185603455
DCPS	LR	0.9587221713143095
MRPL9	LR	0.9585418297509126
BUD13	LR	0.9583611476133971
APEX1	LR	0.9582826439100731
WDR46	LR	0.9579870342234228
THOC2	LR	0.9579513879499261
SF3A3	LR	0.9578458974723225
DHX29	LR	0.9574730650781119
SLTM	LR	0.9572941194940601
POLR3C	LR	0.9572703541537413
PDCD11	LR	0.9572247342986261
SNRNP70	LR	0.956793628083723
CSTF3	LR	0.9567711973185307
POLR1A	LR	0.9566816935336244
HNRNPR	LR	0.9566563958340404
MRTO4	LR	0.9565756805479417
DUSP11	LR	0.9562623867078236
GNL3L	LR	0.9562321978516503
PAPOLA	LR	0.955931245444337
MYBBP1A	LR	0.9557114562842272
RBBP4	LR	0.9556995676609139
NMT1	LR	0.9556972941185077
WARS2	LR	0.9555490857718227
HARS	LR	0.9554097857317392
RBM23	LR	0.9552391498560925
NOL9	LR	0.9551162833666594
RPUSD4	LR	0.9549480557391278
POLR1E	LR	0.9549470372981855
LSM7	LR	0.9547503611665049
VCPIP1	LR	0.9543694454460606
ELP3	LR	0.9541880533463097
CNOT7	LR	0.9541768249645824
TRNT1	LR	0.9538021498558739
POLR3A	LR	0.9537179509048291
POLR2D	LR	0.9535163608417753
ADPRM	LR	0.9534618961582557
NOL11	LR	0.9532699846405872
SREK1	LR	0.9530724930210944
CRCP	LR	0.9526573839681763
POLR3D	LR	0.9525509021866821
CPSF7	LR	0.9524779867751522
TFAM	LR	0.9524328881117063
XRN2	LR	0.9521967156961574
TGDS	LR	0.9520071625797504
SNRNP40	LR	0.9519247090251969
MRPS30	LR	0.9519024903960748
PMS1	LR	0.9516600692607942
FAM86A	LR	0.9512863025141746
USP39	LR	0.9512822820508814
RNASEH1	LR	0.9510231770072957
SLC25A32	LR	0.9505683710386363
ABCE1	LR	0.9502339464209291
DKC1	RF	0.8820986477452314
GART	RF	0.87730075109865
DIS3	RF	0.874717963404133
SKIV2L2	RF	0.8735537351506544
NOL11	RF	0.8727738349764904
KRR1	RF	0.8723616616911969
PRMT5	RF	0.8687658489181433
UTP3	RF	0.8674932741713806
WDR36	RF	0.8656816598940346
WDR3	RF	0.8650930155778327
EXOSC9	RF	0.8638597841352629
RPUSD2	RF	0.8605644256519255
SNRPD3	RF	0.8596702024893
POLR1B	RF	0.8573057603846976
GEMIN5	RF	0.8552364061041595
METTL13	RF	0.8534656473567045
DCAF13	RF	0.8532093172090693
PDCD11	RF	0.8503557197409423
RRP9	RF	0.8499472428693601
UTP23	RF	0.8497361447149057
NOL8	RF	0.8491005444847034
SSB	RF	0.8490207732472662
UTP15	RF	0.8484638902052064
NOLC1	RF	0.8483649209949841
UTP6	RF	0.8480122634988468
YARS2	RF	0.8479573615888941
PPIG	RF	0.8475922117189756
DHX15	RF	0.8472936321278737
MPHOSPH10	RF	0.8459338292258765
AIMP1	RF	0.8455938330101744
MOCS3	RF	0.8453613541920404
CTU2	RF	0.8452214155380526
POP1	RF	0.8444138697423461
HEATR1	RF	0.8442280690370292
POLR2D	RF	0.8429262624628417
NAA15	RF	0.842273167396934
TWISTNB	RF	0.8417154411492651
RRP1B	RF	0.8408716042870229
NOP56	RF	0.8400480984239542
RBBP5	RF	0.8397999859189995
WDR5	RF	0.8390392914360885
PES1	RF	0.8387775099556524
PRPF4	RF	0.8381482488335223
NIFK	RF	0.8373473315086
TRNT1	RF	0.8367172297749307
POP4	RF	0.8363569379376465
SUZ12	RF	0.8358287615026051
EXOSC2	RF	0.8357924656769801
