Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_CC_DIRECT	GO:0005829~cytosol	22	45.83333333333333	0.004099493345509768	TRUB1, DIS3, DIMT1, WDR4, RTCB, BCDIN3D, PHAX, NSUN6, FTSJ1, EDC3, AIMP1, TRMT112, LSG1, AGO3, TGS1, GEMIN5, DGCR8, ADPRM, UTP14A, DCAF13, METTL18, ABCF1	46	5629	20660	1.7553507843697624	0.25297921575006943	0.04851067125519893	0.041678182346015974
GOTERM_BP_DIRECT	GO:2000633~positive regulation of pre-miRNA processing	2	4.166666666666666	0.004414099219777675	TRUB1, DGCR8	44	2	19462	442.3181818181818	0.44477104895318553	0.07283263712633163	0.06897030030902616
GOTERM_CC_DIRECT	GO:0042645~mitochondrial nucleoid	3	6.25	0.0049099778809272784	TFB2M, TFB1M, TEFM	46	48	20660	28.070652173913047	0.2949362615766953	0.04980120422083382	0.042786950105223424
GOTERM_CC_DIRECT	GO:0031515~tRNA (m1A) methyltransferase complex	2	4.166666666666666	0.006520458542033452	TRMT61A, TRMT61B	46	3	20660	299.4202898550725	0.37153094047215385	0.05786906956054688	0.04971849638300507
GOTERM_MF_DIRECT	GO:0016429~tRNA (adenine-N1-)-methyltransferase activity	2	4.166666666666666	0.007412439504924236	TRMT61A, TRMT61B	48	3	18976	263.55555555555554	0.4993882748319073	0.11598756144006306	0.10118063870303373
GOTERM_CC_DIRECT	GO:0016604~nuclear body	5	10.416666666666668	0.007623640977370052	LSG1, DGCR8, GEMIN5, POLK, SUGP2	46	359	20660	6.255298534576723	0.4192020311187047	0.06014205659925264	0.051671344402174794
GOTERM_BP_DIRECT	GO:0006391~transcription initiation from mitochondrial promoter	2	4.166666666666666	0.008809165335590528	TFB2M, TFB1M	44	4	19462	221.1590909090909	0.6917394741509812	0.12920109158866108	0.12234951854986845
GOTERM_MF_DIRECT	GO:0016428~tRNA (cytosine-5-)-methyltransferase activity	2	4.166666666666666	0.009871281824686218	NSUN3, NSUN6	48	4	18976	197.66666666666666	0.6025119121467295	0.11598756144006306	0.10118063870303373
GOTERM_MF_DIRECT	GO:0034246~mitochondrial RNA polymerase binding promoter specificity activity	2	4.166666666666666	0.009871281824686218	TFB2M, TFB1M	48	4	18976	197.66666666666666	0.6025119121467295	0.11598756144006306	0.10118063870303373
GOTERM_CC_DIRECT	GO:0005634~nucleus	22	45.83333333333333	0.011252106183451065	TRUB1, DIDO1, DDX46, DIS3, RPP30, WDR4, RTCB, DDX23, ZFR, PHAX, PUS7, FTSJ1, AIMP1, TGS1, GEMIN5, DGCR8, BUD13, POLK, HNRNPH3, TRMT61A, SUGP2, METTL18	46	6106	20660	1.6182229880801493	0.5522087851871367	0.07988995390250256	0.06863784771905149
GOTERM_BP_DIRECT	GO:0008380~RNA splicing	4	8.333333333333332	0.011418352882813917	DDX23, HNRNPH3, PUS7, SUGP2	44	212	19462	8.345626072041167	0.7828957644010677	0.1507222580531437	0.14272941103517398
GOTERM_MF_DIRECT	GO:0003725~double-stranded RNA binding	3	6.25	0.014480952013154458	AGO3, ZFR, DGCR8	48	74	18976	16.027027027027028	0.7424585658918696	0.13963174832193673	0.1218064187489235
GOTERM_MF_DIRECT	GO:0003724~RNA helicase activity	3	6.25	0.01485444131084433	DDX46, DHX57, DDX23	48	75	18976	15.813333333333333	0.7513791483259501	0.13963174832193673	0.1218064187489235
GOTERM_CC_DIRECT	GO:0005655~nucleolar ribonuclease P complex	2	4.166666666666666	0.01729562281239159	RPP30, RPP38	46	8	20660	112.28260869565216	0.7102488117467454	0.1116353836072548	0.09591209014144429
GOTERM_BP_DIRECT	GO:1990481~mRNA pseudouridine synthesis	2	4.166666666666666	0.01971408579384279	TRUB1, PUS7	44	9	19462	98.29292929292929	0.9292188877628429	0.22669269723248256	0.21467111480348727
GOTERM_CC_DIRECT	GO:0000172~ribonuclease MRP complex	2	4.166666666666666	0.021573618798395595	RPP30, RPP38	46	10	20660	89.82608695652173	0.78743148654967	0.1276439112238406	0.10966589555851093
GOTERM_BP_DIRECT	GO:2000234~positive regulation of rRNA processing	2	4.166666666666666	0.021880964644827076	TRMT112, DIMT1	44	10	19462	88.46363636363637	0.9472651705023231	0.22669269723248256	0.21467111480348727
GOTERM_MF_DIRECT	GO:0008175~tRNA methyltransferase activity	2	4.166666666666666	0.02207634918000409	BCDIN3D, FTSJ1	48	9	18976	87.85185185185185	0.8745818737277465	0.17293140191003203	0.15085505273002794
GOTERM_MF_DIRECT	GO:0070883~pre-miRNA binding	2	4.166666666666666	0.02207634918000409	TRUB1, BCDIN3D	48	9	18976	87.85185185185185	0.8745818737277465	0.17293140191003203	0.15085505273002794
GOTERM_CC_DIRECT	GO:0030681~multimeric ribonuclease P complex	2	4.166666666666666	0.023705782824238717	RPP30, RPP38	46	11	20660	81.66007905138339	0.817933141328962	0.1294700446554576	0.1112348270983509
GOTERM_BP_DIRECT	GO:0072091~regulation of stem cell proliferation	2	4.166666666666666	0.024043164857990573	AGO3, DGCR8	44	11	19462	80.42148760330578	0.9607109858827071	0.22669269723248256	0.21467111480348727
GOTERM_BP_DIRECT	GO:0006390~transcription from mitochondrial promoter	2	4.166666666666666	0.024043164857990573	TFB2M, TEFM	44	11	19462	80.42148760330578	0.9607109858827071	0.22669269723248256	0.21467111480348727
GOTERM_MF_DIRECT	GO:0033204~ribonuclease P RNA binding	2	4.166666666666666	0.026917038075058727	RPP30, RPP38	48	11	18976	71.87878787878788	0.9209434676457958	0.18643885426655382	0.16263814946656824
GOTERM_BP_DIRECT	GO:0031054~pre-miRNA processing	2	4.166666666666666	0.03050179216849376	AGO3, BCDIN3D	44	14	19462	63.18831168831169	0.9837537770180228	0.25163978539007353	0.2382952513163575
GOTERM_BP_DIRECT	GO:0001682~tRNA 5'-leader removal	2	4.166666666666666	0.03050179216849376	RPP30, RPP38	44	14	19462	63.18831168831169	0.9837537770180228	0.25163978539007353	0.2382952513163575
GOTERM_MF_DIRECT	GO:0008171~O-methyltransferase activity	2	4.166666666666666	0.03173427306664746	BCDIN3D, FTSJ1	48	13	18976	60.82051282051282	0.9501696369844876	0.18643885426655382	0.16263814946656824
GOTERM_MF_DIRECT	GO:0009982~pseudouridine synthase activity	2	4.166666666666666	0.03173427306664746	TRUB1, PUS7	48	13	18976	60.82051282051282	0.9501696369844876	0.18643885426655382	0.16263814946656824
GOTERM_MF_DIRECT	GO:0004526~ribonuclease P activity	2	4.166666666666666	0.03173427306664746	RPP30, RPP38	48	13	18976	60.82051282051282	0.9501696369844876	0.18643885426655382	0.16263814946656824
GOTERM_CC_DIRECT	GO:0005681~spliceosomal complex	3	6.25	0.03589282395754979	DDX46, BUD13, HNRNPH3	46	137	20660	9.834973024436687	0.9253727575378864	0.1820278929275739	0.15639016152932406
GOTERM_BP_DIRECT	GO:0080009~mRNA methylation	2	4.166666666666666	0.03691866553104034	TRMT61A, TRMT61B	44	17	19462	52.037433155080215	0.9932830137543899	0.2866625794174897	0.2714607759635319
GOTERM_MF_DIRECT	GO:0003676~nucleic acid binding	4	8.333333333333332	0.04783888169355532	DDX46, DHX57, DDX23, ZFR	48	329	18976	4.806484295845998	0.9895269977050319	0.26452087524671763	0.23075225287479623
GOTERM_BP_DIRECT	GO:1903241~U2-type prespliceosome assembly	2	4.166666666666666	0.051730470952386455	DDX46, BUD13	44	24	19462	36.859848484848484	0.9991450734547891	0.3793567869841673	0.3592393816137948
GOTERM_CC_DIRECT	GO:0005686~U2 snRNP	2	4.166666666666666	0.061316920044091915	DDX46, BUD13	46	29	20660	30.974512743628186	0.9888095316046359	0.2902334215420351	0.24935547484597378
GOTERM_BP_DIRECT	GO:0000387~spliceosomal snRNP assembly	2	4.166666666666666	0.062173866126377195	TGS1, GEMIN5	44	29	19462	30.504702194357368	0.9998039937147365	0.43194475414114686	0.40903859293669204
GOTERM_CC_DIRECT	GO:1990904~ribonucleoprotein complex	3	6.25	0.06616411177079254	PHAX, HNRNPH3, TEFM	46	193	20660	6.9813020950664555	0.9922516401908007	0.2936032459828919	0.25225067612614654
GOTERM_BP_DIRECT	GO:0006412~translation	3	6.25	0.08627575566305823	AIMP1, GEMIN5, ABCF1	44	222	19462	5.977272727272727	0.9999938565158564	0.5694199873761843	0.5392234728941139
GOTERM_MF_DIRECT	GO:0016887~ATPase activity	4	8.333333333333332	0.09663058718540518	DDX46, DHX57, DDX23, ABCF1	48	443	18976	3.569601203912716	0.9999213895109981	0.4787777973825344	0.417657227503913
GOTERM_MF_DIRECT	GO:0008757~S-adenosylmethionine-dependent methyltransferase activity	2	4.166666666666666	0.09677423564115056	TGS1, BCDIN3D	48	41	18976	19.284552845528456	0.9999225435647046	0.4787777973825344	0.417657227503913
GOTERM_CC_DIRECT	GO:0005739~mitochondrion	7	14.583333333333334	0.09699223356839605	TRUB1, TRMU, NSUN3, TFB2M, TRMT2B, TRMT61B, TEFM	46	1467	20660	2.1430900091876355	0.9992853465857383	0.4050852107856541	0.34803095574542114
GOTERM_BP_DIRECT	GO:0006397~mRNA processing	3	6.25	0.09705697776409138	TRUB1, PUS7, SUGP2	44	238	19462	5.575439266615737	0.9999987328557846	0.6100724316600029	0.5777201057386392
